CRASH_CARRIER_ID	CRASH_ID	CARRIER_SOURCE_CODE	CRASH_CARRIER_NAME	CRASH_CARRIER_STREET	CRASH_CARRIER_CITY	CRASH_CARRIER_CITY_CODE	CRASH_CARRIER_STATE	CRASH_CARRIER_ZIP_CODE	CRASH_COLONIA	PREFIX	DOCKET_NUMBER	CRASH_CARRIER_INTERSTATE	NO_ID_FLAG	STATE_NUMBER	STATE_ISSUING_NUMBER
3720021	3720024		FERRELLGAS L P	ONE LIBERTY PLAZA	LIBERTY		MO	64068			145095	Y	0		
3720022	3720025		CMT INC	218 OLD MOUNTAIN ROAD	THORN HILL		TN	37881			249597	Y	0		
3720023	3720026		ABS CONSTRUCTION	3383 CLAY TOMLINSON RD	ERIN		TN	37061				N	0		
3720024	3720027		WILLOCKS BROTHERS	1021 FOCH STREET	MARYVILLE		TN	37801				N	0		
3720025	3720028		HOLLAND	700 S. WAVERLY	HOLLAND		MI	49423			837436	Y	0		
3720026	3720029		MIZE GRANITE SALES INC	1130 HARTWELL HWY	ELBERTON		GA	30635				Y	0		
3720027	3720030		WASTE MANAGEMENT INC OF	9504 DIGGS GAP RD	HEISKELL		TN	37754				N	0		
3720028	3720031		DANNY R WELCH	2036 ELL RD	SODDY DAISY		TN	37379			417754	Y	0		
3720029	3720032		JAMES MOODY TRUCKING LLC	172 OSAGE LANE	BRADYVILLE		TN	37026				N	0		
3720030	3720033		MAPLES TRANSPORT LLC	205 ASHLEY ST	ROGERSVILLE		MO	65742			910786	Y	0		
3720032	3720035		DART TRANSIT COMPANY	800 LONE OAK ROAD	EAGAN		MN	55121			114457	Y	0		
3720033	3720036		CST	1250 MILLSDALE ROAD	JOLIET		IL	60436			152337	Y	0		
3720034	3720037		MATA	1370 LEVEE RD	MEMPHIS		TN	38108				X	0		
3720035	3720038		ROTO ROOTER SEWER & DRAIN SERVICE	75 LARRY DRIVE	RINGGOLD		GA	30736				Y	0		
3720036	3720039		ABF FREIGHT SYSTEM INC	3801 OLD GREENWOOD RD	FORT SMITH		AR	72903			29910	Y	0		
3720038	3720041		DYNAMICS FREIGHT LLC	9550 FOREST LN BLDG 2 STE 200	DALLAS		TX	75243			874276	Y	0		
3720039	3720042		SOUTHWEST SANITATION	PO BOX 355	CLARINDA		IA	51632				N	0	S000385	IA
3720040	3720043		J R R W TRANSPORT LLC	395 HERKY ST	NORTH LIBERTY		IA	52317			981656	Y	0		
3720041	3720044		STATE OF IOWA DOT	800 LINCOLN WAY	AMES		IA	50010				X	0		
3720042	3720045		DUFFE GRAIN INC	201 CEDAR STREET BOX 55	WILTON		IA	52778				X	0		
3720043	3720046		FEDEX FREIGHT INC	2200 FORWARD DRIVE	HARRISON		AR	72601			121805	Y	0		
3720044	3720047		VISION ELECTRIC LLC	3300 HENRY ST SW STE 5	BONDURANT		IA	50035-9241				Y	0		
3720045	3720048		VASSON LLC	3363 SE 115TH AVE	PORTLAND		OR	97266			935523	Y	0		
3720046	3720049		MIDWEST SANITATION	815 WEST 10TH ST	PELLA		IA	50219				Y	0		
3720047	3720050		JOHNSON FEED INC	305 W INDUSTRIAL ROAD	CANTON		SD	57013			155074	Y	0		
3720048	3720051		TROUTMAN TRUCKING LLC	25201 ROUTE W40	BONAPARTE		IA	52620-9243			534083	Y	0		
3720049	3720052		BISON TRANSPORT INC	1001 SHERWIN ROAD	WINNIPEG		MB	R3H 0T8			156588	Y	0		
3720051	3720054		POPS FARM LLC	349 HWY 160 J2	DONIPHAN		MO	63935			685739	Y	0		
3720052	3720055		CON-WAY FREIGHT	2211 OLD EARHART ROAD	ANN ARBOR		MI	48105-2751			165377	Y	0		
3720053	3720056		DUSTIN VIETHS TRUCKING LLC	15709 400TH ST	GOODHUE		MN	55027			833194	Y	0		
3720127	3720130		M I K CO-OP TRUCKING ASSOCIATION	275 CLEVELAND STREET S	CAMBRIDGE		MN	55008			910590	Y	0		
3720128	3720131		MONARCH BUS SERVICE INC	101 EAST 10TH STREET  STE#300	HASTINGS		MN	55033				N	0		
3720129	3720132		FINANCIAL INSTITUTION SERVICE	12162 92ND AVE N	MAPLE GROVE		MN	55369				N	0		
3720130	3720133		BEN HASTINGS	9728-41ST PLACE CIRCLE NE	ST MICHAEL		MN	55376			155919	Y	0		
3720131	3720134		AAR TRUCKING EXPRESS INC	8040 NW 95TH ST SUITE 340	MIAMI LAKE		FL	33016			819145	Y	0		
3720132	3720135		PPC TRANSPORTATION COMPANY	PO BOX 93	PITTSBURG		TX	75686			494817	Y	0		
3720133	3720136		FIRST STUDENT INC	600 VINE ST SUITE 1400	CINCINNATI		OH	45202			191534	Y	0		
3720134	3720137		DST TRANSPORT	348 RTE MARIE-VICTORIN	LEVIS		PQ	G7A 2X3			849238	Y	0		
3720135	3720138		GERTEN GREENHOUSES INC	5500 BLAINE AVENUE	INVER GROVE HEIGHTS		MN	55076				Y	0		
3720136	3720139		FAMILY AUTO TOWING LLC	1550 91ST AVE NE #101	BLAINE		MN	55449			75495	Y	0		
3720159	3720162		ANIXTER INC	2301 PATRIOT BLVD 1N	GLENVIEW		IL	60026				Y	0		
3720160	3720163		AAA FREIGHT INC	11805 SOUTH CENTRAL PARK AVE	MERRIONETTE PARK		IL	60803			740661	Y	0		
3720163	3720166		CST	408 N ALLEMAN ROAD	KEMMERER		WY	83101			76612	Y	0		
3720164	3720167		TRIANGLE OIL INC	760 S CANYON BLVD	JOHN DAY		OR	97845			505894	Y	0		
3720165	3720168		BAAJ TRUCKING	2318 WINDCROFT LN	SUGAR LAND		TX	77479			40303	Y	0		
3720166	3720169		DANCOR TRANSIT INC	625 KERR STREET	VAN BUREN		AR	72956			167139	Y	0		
3720167	3720170		SHERIDAN COUNTY SCHOOL DISTRICT	1514 E BRUNDAGE LANE	SHERIDAN		WY	82801				X	0		
3720168	3720171		SARATOGA	5508 LONAS RD	KNOXVILLE		TN	37909			694221	Y	0		
3720169	3720172		SCHWANS HOME SERVICE INC	115 WEST COLLEGE DRIVE	MARSHALL		MN	56258-1747				Y	0		
3720144	3720147		FEDEX GROUND PACKAGE SYSTEM INC	1000 FEDEX DR	CORAOPOLIS		PA	15108			179059	Y	0		
3720145	3720148		BEST CHOICE TRANS INC	227 N BELMONT ST #5	GLENDALE		CA	91206			936814	Y	0		
3720146	3720149		R & S PREUETT TRUCKING	3007 KAY LANE	SPRINGDALE		AR	72762			931497	Y	0		
3720147	3720150		STEVENS TRANSPORT INC	9757 MILITARY PARKWAY	DALLAS		TX	75227			150578	Y	0		
3720148	3720151		DEAN RUFENACHT	853 SE HWY Z	DEEPWATER		MO	64740				N	0		
3720149	3720152		SVIT EXPRESS INC	9200 BUSTLENTON AVE	PHILADELPHIA		PA	19115			886256	Y	0		
3720150	3720153		KDA TRANSPORT INC	24219 83RD AVE	BELLEROSE		NY	11426			892585	Y	0		
3720151	3720154		UNION AMBULANCE DISTRICT	211 S CHURCH ST	UNION		MO	63084				X	0		
3720153	3720156		JOHN HOWARD TRUCKING	104 BROAD ST	ALCESTER		SD	57001			454284	Y	0		
3720156	3720159		BUTTE SILVER BOW GOVT	1700 CIVIC CENTER ROAD	BUTTE		MT	59701				N	0		
3720157	3720160		H & R TRANSPORT LIMITED	3601 2ND AVE NORTH	LETHBRIDGE		AB	T1H 5K7			151325	Y	0		
3720158	3720161		CITYSERVICEVALCON	640 W MONTANA ST	KALISPELL		MT	59901			155293	Y	0		
3720002	3720005		SKYNET TRANS CARRIER LLC	600 HOSKING AVE APT 83D	BAKERSFIELD		CA	93307			95374	Y	0		
3720004	3720007		EER TRANSPORTATION LLC	409 S B AVE	KERMIT		TX	79745			976758	Y	0		
3720009	3720012		SYSCO USA I INC	1390 ENCLAVE  PARKWAY	HOUSTON		TX	77077			737096	Y	0		
3720012	3720015		ALBUQUERQUE UNDERGROUND INC	7420 READING AVE SE	ALBUQUERQUE		NM	87105				Y	0		
3720013	3720016		AIRGAS USA LLC	31 N PEORIA AVENUE	TULSA		OK	74120			767770	Y	0		
3719981	3719984		KNIGHT TRANSPORTATION INC	20002 NORTH 19TH AVENUE	PHOENIX		AZ	85027			227271	Y	0		
3719982	3719985		DAVID WALKER	104 NORTH DIVISION STREET	DONALDSON		AR	71941				N	0	S00000025728	AR
3719983	3719986		FIRSTFLEET INC	202 HERITAGE PK DR	MURFREESBORO		TN	37129			193678	Y	0		
3719984	3719987		CLARENCE OR CHRISTOPHER GULLEY	544 NEVADA 27	PRESCOTT		AR	71857				N	0	S00000018205	AR
3719985	3719988		IJ TRUCKING INC	932 BRANTWOOD AVE	ELK GROVE VILLAGE		IL	60007			530154	Y	0		
3719986	3719989		MIK CARRIER LLC	2429 DALWORTH STREET	GRAND PRAIRIE		TX	75050			816482	Y	0		
3719987	3719990		FEDEX GROUND	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			179059	Y	0		
3719988	3719991		CONLEY TRUCKING	195 SLOCUM HEIGHTS	PORTSMOUTH		OH	45662			189251	Y	0		
3719989	3719992		BEACON SALES ACQUISITION INC	505 HUNTMAR PARK DRIVE	HERNDON		VA	20170				Y	0		
3719990	3719993		TARC	1000 W BROADWAY	LOUISVILLE		KY	40203				X	0		
3719991	3719994		TANDY'S TRUCKING & EXCAVATING INC	3582 NORTH STATE ROAD 7	MADISON		IN	47250			299335	Y	0		
3719992	3719995		SHABDAN BROTHERS INC	4158 S WESTERN AVE UNIT 2	CHICAGO		IL	60609			920485	Y	0		
3719993	3719996		CENTRAL TRANSPORT	12225 STEPHENS ROAD	WARREN		MI	48089			302382	Y	0		
3719994	3719997		BURNS TRUCKING INC	RR 1 BOX 304	SOUTH SIOUX CITY		NE	68776			116949	Y	0		
3719995	3719998		FAYETTE COUNTY PUBLIC SCHOOLS	1126 RUSSELL CAVE RD.	LEXINGTON		KY	40505				X	0		
3719996	3719999		METRO TRANS INC	5000 STECKER STREET	DEARBORN		MI	48126			734245	Y	0		
3719998	3720001		BOHEMIAN CARRIERS	4211 PRODUCTION CT	LAS VEGAS		NV	89115			412976	Y	0		
3719999	3720002		MAPLE GLOBAL FREIGHT SOLUTIONS INC	4238 THOMAS ALTON BLVD	BURLINGTON		ON	L7M 0M7			974775	Y	0		
3719944	3719947		NITRAM EXCAVATION & GENERAL CONTRACTOR INC	330 NECK RD	BENTON		ME	04901-3545				N	0		
3719945	3719948		DALE'S CASH FUEL	8 VAL HALLA DR	TOPSHAM		ME	04086				N	0		
3719946	3719949		E M R INC	PO BOX 787	SOUTHWEST HARBOR		ME	04679-0787				N	0		
3719947	3719950		MDOT	26 STATE HOUSE STATION	AUGUSTA		ME	04333				N	0	S00000000081	ME
3719948	3719951		MARSTON'S TOWING LLC	1288 NAPLES ROAD	HARRISON		ME	04040			901941	Y	0		
3719949	3719952		P J MURPHY TRANSPORTATION INC	65  HALE STREET	HAVERHILL		MA	01830			229088	Y	0		
3719950	3719953		HARTT TRANSPORTATION SYSTEMS INC	PO BOX 1385	BANGOR		ME	04402			151941	Y	0		
3713231	3713234		ADVANCED DISPOSAL SERVICES ALABAMA LLC	90 FORT WADE ROAD #200	PONTE VEDRA		FL	32081				Y	0		
3721957	3721960		THOMPSON TRACTOR COMPANY INC	118 VULCAN WAY	DOTHAN		AL	36303				X	0		
3721958	3721961		INDIVIDUAL	3387 E 400 N	MONTEREY		IN	46960				X	0		
3721959	3721962		CARRIER LEFT SCENE	UNKNOWN	UNKNOWN		UK	99999				X	0		
3721960	3721963		WALPOLE INC	269 NW 9TH STREET	OKEECHOBEE		FL	34972			178490	Y	0		
3721961	3721964		FEDEX GROUND	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
3721962	3721965		LANDSTAR INWAY INC	13410 SUTTON PARK DRIVE SOUTH	JACKSONVILLE		FL	32224-5270			161864	Y	0		
3728618	3728621		HERC RENTALS INC	27500 RIVERVIEW CTR BLG7 #100	BONITA SPRINGS		FL	34134			897170	Y	0		
3728619	3728622		PAND S TRANSPORTATION LLC	1810 AVENUE C	ENSLEY		TN	35218				Y	0		
3728620	3728623		M & A TRANSPORT LLC	2713 PORTLAND AVE SUITE 1	MINNEAPOLIS		MN	55407			712140	Y	0		
3728621	3728624		CON-WAY FREIGHT	2211 OLD EARHART ROAD	ANN ARBOR		MI	48105-2751			165377	Y	0		
3728622	3728625		ROADONE INTERMODALOGISTICS	ONE KELLAWAY DRIVE	RANDOLPH		MA	02368			810939	Y	0		
3728623	3728626		RANORDA MARNITA DEMPSEY	11400 WHITE BLUFF RD APT 122	SAVANNAH		GA	31419				X	0		
3728624	3728627		POLLARD CONSTRUCTION DISPOSAL	1112 STANDING ROCK RD	SENOIA		GA	30276				N	0		
3728625	3728628		GEORGIA TOMATO CO INC	BLDG F STATE FARMERS MKT	FOREST PARK		GA	30297				N	0		
3728418	3728421		JTD TRANSPORTATION LLC	7 OLD MAIN ST	BRADFORD		NH	03221			911682	Y	0		
3728419	3728422		APPLECOUNTY FARMS	65 SMITH ST	EAST HAMPTON		CT	06447				Y	0		
3728420	3728423		STEVE H LOWE	897 BLOOMFIELD AVE	WINDSOR		CT	06095				Y	0		
3728421	3728424		R J SHORE AUTOMOTIVE LLC	80 SHORE DR	BRANFORD		CT	06405			762009	Y	0		
3728422	3728425		GUTTERMAXX LP	7070 B EMPIRE CENTRAL DRIVE	HOUSTON		TX	77040				Y	0		
3728423	3728426		NORBERT E MITCHELL CO INC	7 FEDERAL RD	DANBURY		CT	06810			263035	Y	0		
3728424	3728427		BAY SHIPPERS LLC	4035 JIMBO DR	BURTON		MI	48529			406807	Y	0		
3728425	3728428		City of Bridgeport Recycling	999 BROAD ST	Bridgeport		CT	06600				X	0		
3728426	3728429		INDUSTRIAL PALLET	27 CHAPLIN ROAD	EASTFORD		CT	06242				Y	0		
3728427	3728430		ALL ELITE LLC	19 Davis	Danielson		CT	06239				N	0		
3728428	3728431		BOZZUTOS INC	275 SCHOOLHOUSE RD	CHESHIRE		CT	06410			179376	Y	0		
3728429	3728432		SUPREME INDUSTRIES INC	216 BOGUE ROAD	HARWINTON		CT	06791-1625				Y	0		
3728430	3728433		SEABOARD LIQUID CARRIERS LIMITED	721 WILIKINSON AVE	DARTMOUTH		NS	B3B 0H4			134258	Y	0		
3728431	3728434		B I A TRUCKING	1375 JERSEY AVE	NORTH BRUNSWICK		NJ	08902			748238	Y	0		
3728432	3728435		JBS CARRIERS INC	2401 2ND AVE	GREELEY		CO	80631-7205			152285	Y	0		
3728433	3728436		LUCIAN DELIVERY LLC	735 HULSES CORNER RD	HOWELL		NJ	07731			775146	Y	0		
3728434	3728437		4 U LOGISTIC'S INC	8461 BLAZING SUN AVE	LAS VEGAS		NV	89129			21467	Y	0		
3728435	3728438		U S TRUCKING SERVICES INC	1550 N SAN FERNANDO ROAD	LOS ANGELES		CA	90065			981443	Y	0		
3728439	3728442		US TRAILER RENTAL AND STORAGE INC	3945 RAYTOWN ROAD	KANSAS CITY		MO	64129			777097	Y	0		
3728440	3728443		PERRY'S BRICK CO INC	221 ARLINGTON AVENUE	STATEN ISLAND		NY	10303				Y	0		
3728459	3728462		SWORD TRANSPORT LLC	7590 NW 186TH ST STE 101	HIALEAH		FL	33015			43970	Y	0		
3728460	3728463		KAO LOGISTICS INC	44 TUNKHANNOCK AVENUE	EXETER		PA	18643			812361	Y	0		
3728461	3728464		VAN TRANS LLC	75 COMMERCIAL STREET	PLAINVIEW		NY	11803			877806	Y	0		
3728462	3728465		NEW YORK CITY TRANSIT	1500 LINDEN BOULEVARD	BROOKLYN		NY	11212			206005	Y	0		
3728463	3728466		GLAMOUR TRANSPORTATION CORP	55 TWOMEY AVENUE	CALVERTON		NY	11933			242264	Y	0		
3728464	3728467		MW TRANSPORTATION GROUP INC	571 E 38TH ST	PATERSON		NJ	07513				N	0		
3728465	3728468		MALL DELIVERY SERVICE INC	480 DUNCAN AVE	JERSEY CITY		NJ	07306			241904	Y	0		
3728476	3728479		GRAND ISLAND EXPRESS INC	432 SOUTH STUHR ROAD	GRAND ISLAND		NE	68801			135283	Y	0		
3728477	3728480		ROAD CARRIERS INC	1114 69TH STREET	DARIEN		IL	60561			727973	Y	0		
3728478	3728481		NYS THRUWAY AUTHORITY	200 SOUTHERN BLVD	ALBANY		NY	12209				N	0		
3728497	3728500		UPSTATE NIAGARA COOPERATIVE INC	25 ANDERSON ROAD	BUFFALO		NY	14225				Y	0		
3728498	3728501		TRADEX LOGISTICS INC	2145 LIMA LOOP	LAREDO		TX	78045			808832	Y	0		
3728499	3728502		MAPLEVALE FARMS INC	2063 ALLEN ST	FALCONER		NY	14733				Y	0		
3728500	3728503		WILLIAM A SPENCER JR TRUCKING INC	12975 STATE RT 405	WATSONTOWN		PA	17777			374652	Y	0		
3728501	3728504		US XPRESS	4080 JENKINS ROAD	CHATTANOOGA		TN	37421			188121	Y	0		
3728502	3728505		RUSH TRANS PRO LLC	290 S MAIN PL STE 201	CAROL STREAM		IL	60188			122976	Y	0		
3728503	3728506		LUTZ FEED CO INC	80 LOWER RIVER STREET	ONEONTA		NY	13820				Y	0		
3728504	3728507		FEED COMMODITIES INTERNATIONAL INC	47 FEED MILL LANE	MIDDLEBURY		VT	05753				Y	0		
3728505	3728508		NYS DOT	50 WOLF RD POD 5-2	ALBANY		NY	12232				X	0	S00000950227	NY
3728506	3728509		TOWN OF LOUISVILLE HIGHWAY DEPT	14810 SR 37	MASSENA		NY	13662				X	0	S00000953232	NY
3728507	3728510		TRANSPORT NORMAND BOUFFARD INC	113 RUE COULOMBE	ST ISIDORE		PQ	G0S 2S0			259561	Y	0		
3728508	3728511		BIG G EXPRESS INC	190 HAWKINS DRIVE	SHELBYVILLE		TN	37160			282266	Y	0		
3728509	3728512		CRST DEDICATED SERVICES INC	601 VESTAVIA PARKWAY, SUITE 200	VESTAVIA		AL	35216			159643	Y	0		
3728510	3728513		PAYNE TRUCKING CO	1002 FERN CT.	WARREN		OH	44484-5600			260110	N	0		
3728511	3728514		JAY-BEE OIL AND GAS INC	3570 SHIELDS HILL RD	CAIRO		WV	26337				Y	0		
3728515	3728518		AMERICAS THRIFT STORE INC	1125 HUFFMAN RD	BIRMINGHAM		AL	35215				X	0		
3728516	3728519		AMERICAS THRIFT STORE INC	1125 HUFFMAN RD	BIRMINGHAM		AL	35215				X	0		
3728517	3728520		AOC TRUCKING LLC	6560 TEXAN RD	MISSION		TX	78574			436513	Y	0		
3728518	3728521		UNIVERSAL ENVIRONMENTAL SERVICES LLC	411 DIVIDEND DRIVE	PEACHTREE CITY		GA	30269			911099	Y	0		
3728519	3728522		A-1 PRODUCTS INC	2020 AVENUE F ENSLEY	BIRMINGHAM		AL	35218-1638				Y	0		
3728520	3728523		BOYD AND SONS INC	1312 EAST  200 NORTH	WASHINGTON		IN	47501			155951	Y	0		
3728521	3728524		MEDICAL WASTE MANAGEMENT	17950 FABRICATION ROW SUITE D6	COVINGTON		LA	70435				Y	0		
3728522	3728525		FIRST TRANSIT INC	600 VINE STREET	CINCINNATI		OH	45202-2400			576222	Y	0		
3728523	3728526		UZBEK EXPRESS INC	2757 E 27TH ST FL1	BROOKLYN		NY	11235			910507	Y	0		
3728524	3728527		A & G COMMERCIAL TRUCKING	4092 HIGHWAY 64 EAST	CRUMP		TN	38327			377716	Y	0		
3728525	3728528		CLEAN-RITE INC	1335 HWY 43 SO	SARALAND		AL	36571			557583	Y	0		
3728526	3728529		SHORELINE TRANSPORTATION OF ALABAMA LLC	100 PLEASANT HILL CT	GREENVILLE		AL	36037			558003	Y	0		
3728527	3728530		C & L SUPPLY INC	335 S WILSON ST	VINITA		OK	74301-4243				Y	0		
3728528	3728531		CARRIER LEFT SCENE	UNKNOWN	UNKNOWN		UK	99999				X	0		
3728529	3728532		ROLL ON TRUCKING	7490 SHEPARD RD	CITRONELLE		AL	36522				Y	0		
3728530	3728533		ARMSTRONG FARMS INC (MAP-21)	700 EAST MAIN STREET	HEADLAND		AL	36345				X	0		
3728531	3728534		BIG DADDY TRUCKING INC	578 DELTA RD	MEMPHIS		TN	38109			13535	Y	0		
3728532	3728535		MP3 LOGISTICS LLC	2306 MISSOURI STREET	TUSCUMBIA		AL	35674			704512	Y	0		
3728533	3728536		QUEST LINER INC	2099 SOUTHPARK CT STE 1	DUBUQUE		IA	52003			595010	Y	0		
3728534	3728537		ANIMAL SUPPLY COMPANY LLC	600 LAS COLINAS BOULEVARD EAST SUITE 700	IRVING		TX	75039			258381	Y	0		
3728535	3728538		MONTGOMERY AREA FOOD BANK INC	521 TRADE CENTER STREET	MONTGOMERY		AL	36108				N	0		
3728536	3728539		ALABAMA DEPARTMENT OF TRANSPORTATION	1020 BANKHEAD HWY W	BIRMINGHAM		AL	35202				X	0		
3728537	3728540		3-T'S TRUCKING LLC	2642 HWY 49	COLLINS		MS	39428			498185	Y	0		
3728538	3728541		S & G WALDROP ELECTRIC INC	1506 2ND AVENUE NORTH	BESSEMER		AL	35020				X	0		
3728539	3728542		SEQUATCHIE CONCRETE SERVICE	406 CEDAR AVE	SOUTH PITTSBURG		TN	37380			372385	Y	0		
3728540	3728543		POCO A POCOS TRUCKING INC	6008 WOODHAVEN DR	LAKELAND		FL	33811-2537				N	0		
3728541	3728544		RAILROAD RESOURCE SERVICES LLC	202 STEVENS PARKWAY	BAY MINETTE		AL	36507			742900	Y	0		
3728542	3728545		HUFF & PUFF TRUCKING INC	750 JOE DANIEL RD	BRADYVILLE		TN	37026			291241	Y	0		
3728543	3728546		T & E WEST TRUCKING	3034 AL HIGHWAY 10	BRUNDIDGE		AL	36010			531256	Y	0		
3728544	3728547		G & C TIMBER LLC	5818 HIGHWAY 41	BREWTON		AL	36426				Y	0		
3728545	3728548		TRANSPORT CORPORATION OF AMERICA INC	1715 YANKEE DOODLE ROAD	EAGAN		MN	55121			151556	Y	0		
3728546	3728549		SISAM TRUCKING CO LLC	1745 DAISYFIELD DR	COLUMBUS		OH	43219			815075	Y	0		
3728547	3728550		LANDSTAR RANGER INC	13410 SUTTON PARK DRIVE SOUTH	JACKSONVILLE		FL	32224			11348	Y	0		
3728548	3728551		MOORE FREIGHT SERVICE INC	2000 EASTBRIDGE BLVD	MASCOT		TN	37806			407832	Y	0		
3728441	3728444		UPS	55 GLENLAKE PKY NE	ATLANTA		GA	30328-3474			115495	Y	0		
3728442	3728445		HALLETS COVE INDUSTRY CORP	58 MCKEON AVE	VALLEY STREAM		NY	11580-3904				Y	0		
3728443	3728446		VARGAS TRUCKING LLC	307 14TH AVE APT 24	NEWARK		NJ	07103-1663				Y	0		
3728444	3728447		R BARANY MONUMENTS INC	437 N INDIANA AVE	LINDENHURST		NY	11757				Y	0		
3728445	3728448		UNKNOWN	UNKNOWN	UNKNOWN		UK	99999				X	0	S00000938734	NY
3728446	3728449		NEW YORK PRETZEL LLCNC	200 MOORE ST	BROOKLYN		NY	11206-3708				Y	0		
3728447	3728450		NEW YORK CITY TRANSIT	1500 LINDEN BOULEVARD	BROOKLYN		NY	11212			206005	Y	0		
3728448	3728451		CAMPBELL SUPPLY COMPANY	1015 CRANBURY SOUTH RIVER ROAD	SOUTH BRUNSWICK		NJ	08831				Y	0		
3728449	3728452		LOCAL EXPRESS LLC	1200 ZEREGA AVE	BRONX		NY	10462				N	0	S00000966783	NY
3728450	3728453		ALL AMERICAN PETROLEUM INC	290 LOCUST AVE	BRONX		NY	10454				N	0		
3728451	3728454		NY PLUMBING WHOLESALE AND PLUMBING SUPPLY INC	933 COLUMBUS AVE	NEW YORK		NY	10025				N	0		
3728453	3728456		USPS	341 9TH AVE	NEW YORK		NY	10199				X	0	S00000973319	NY
3728455	3728458		BAY CRANE SERVICE OF LONG ISLAND INC	389 NEW SOUTH ROAD	HICKSVILLE		NY	11801			656139	Y	0		
3728456	3728459		DHL SUPPLY CHAIN	570 POLARIS PARKWAY	WESTERVILLE		OH	43082			3454	Y	0		
3728457	3728460		TRANSCO INC	4747 MCLANE PARKWAY	TEMPLE		TX	76504			441241	Y	0		
3728458	3728461		BAGIANA CONSTRUCTION INC	9437 212TH ST	QUEENS VLG		NY	11428-1611				N	0		
3728479	3728482		MJB ENTERPRISES LLC	34 RAILROAD AVE	DOVER PLAINS		NY	12522				N	0		
3728480	3728483		UNIFIRST CORPORATION	68 JONSPIN ROAD	WILMINGTON		MA	01887				Y	0		
3728481	3728484		UPS	55 GLENLAKE PKY NE	ATLANTA		GA	30328-3474			115495	Y	0		
3728482	3728485		RIDE LOGISTICS INC	8117 CONCORD LN UNIT B	JUSTICE		IL	60458			624580	Y	0		
3728483	3728486		MRB DARCY DIRTWORK	45 LOVERS LANE	NEW LEBANON		NY	12125			25820	Y	0		
3728484	3728487		WERNER ENTERPRISES INC	14507 FRONTIER ROAD	OMAHA		NE	68138			138328	Y	0		
3728485	3728488		FIVE ACES INC	309 W EUGENIE ST	CHICAGO		IL	60614			790483	Y	0		
3728486	3728489		PEPSI COLA NEWBURGH BOTTLING CO INC	ONE PEPSI WAY	NEWBURGH		NY	12550				Y	0		
3728487	3728490		MATRIX EXPEDITED SERVICE	4268 HOLIDAY DR	FLINT		MI	48507			487770	Y	0		
3728488	3728491		NYS DOT	50 WOLF RD POD 5-2	ALBANY		NY	12232				X	0	S00000950227	NY
3728489	3728492		ESHELMAN TRANSPORTATION INC	4339 MORGANTOWN ROAD	MOHNTON		PA	19540			287160	Y	0		
3728490	3728493		TUZZE TRUCKING	78 COTTAGE STREET	CARBONDALE		PA	18407			162983	Y	0		
3728491	3728494		DIVERSIFIED AUTOMOTIVE INC	6 RAMLAND ROAD	ORANGEBURG		NY	10962-2606			219653	Y	0		
3728492	3728495		SUFFOLK COUNTY WATER AUTHORITY	SUNRISE HWY & POND ROAD	OAKDALE		NY	11769				X	0	S00000014312	NY
3728493	3728496		NEW YORK MAINTENANCE GROUP INC	6944 76TH ST	MIDDLE VLG		NY	11379-2829				Y	0		
3728494	3728497		CAVALIER TRANSPORTATION SERVICES INC	14091 HUMBER STATION ROAD	BOLTON		ON	L7E 5S1			184856	Y	0		
3728495	3728498		RELCO	7310 CHESTNUT RIDGE RD	LOCKPORT		NY	14094-3504			152108	Y	0		
3728496	3728499		CHAIYO LOGISTICS LLC	417 BLUFF AVE STE 200	LA GRANGE		IL	60525			10732	Y	0		
3728402	3728405		DATTCO INC	583 SOUTH ST	NEW BRITAIN		CT	06051-3847			95466	Y	0		
3728403	3728406		FIRST STUDENT INC	600 VINE ST SUITE 1400	CINCINNATI		OH	45202			191534	Y	0		
3728404	3728407		FIRST STUDENT INC	600 VINE ST SUITE 1400	CINCINNATI		OH	45202			191534	Y	0		
3728553	3728556		R & L TRANSFER INC	P O BOX 271	WILMINGTON		OH	45177			146892	Y	0		
3728554	3728557		CUSTOM ECOLOGY INC	11298 FLORIDA BLVD	WALKER		LA	70785				Y	0		
3728555	3728558		R L CARRIERS	600 GILLAM ROAD	WILMINGTON		OH	45177			99074	Y	0		
3728556	3728559		ROCK CREEK LOGISTICS LLC	3601 CHERRYTON DR	CHATTANOOGA		TN	37411			507561	Y	0		
3728557	3728560		TRUCKS INCORPORATED	105 SHORT ROAD	JACKSON		GA	30233			253526	Y	0		
3728561	3728564		MAHONEY TRANSPORTATION	712 ESSINGTON ROAD	JOLIET		IL	60435			4394	Y	0		
3728563	3728566		ON THE SPOT FREIGHT BROKERAGE INC	3016 JILES ROAD	KENNESAW		GA	30144			488886	Y	0		
3728564	3728567		ML&D TRUCKING	PO BOX 102	JESUP		GA	31545				N	0		
3728566	3728569		ADRIELA TRANSPORT INC	524 ELIZABETH RD	GLEN BURNIE		MD	21061			609159	Y	0		
3728567	3728570		FEDEX GROUND	1000 FEDEX DRIVE	CORAOPOLIS		PA	15108			13835	Y	0		
