Insp_Violation_ID	Supp_Desc
222146346	Small patches of tread on re-tread missing and exposing  body ply & belt material.  Axle 4 & 5, both left side duals.  Exposure is limited to 2" by 1 " patch.
222146374	BRAKE HOSE BROKEN, LEAKING UPON BRAKE APPLICATION, SERVICE SIDE, NEAR GLAD HAND CONNECTION WITH TRAILER
222146379	3rd axle, inner tire, left (driver) side,  tread depth is less then 2/32nd, ( tire is completely smooth,)
222146392	Driving beyond 14 hour duty period on 12/27/2018 AT 0834PM
222146397	:  ABS MALF LAMP FOR TRACTOR INOERABLE ( DOES NOT COME ON WITH IGNITION AS REQUIRED )
222146398	:  IN CAB ABS MALF LAMP FOR TRAILER INOPERABLE ( DOES NOT COME ON WITH IGNITION AS REQUIRED )
222146400	:  PITTMAN ARM LOOSE AT CONNECTION WITH STEERING GEAR OUTPUT SHAFT
222146401	:  AXLE 2, PASSENGER SIDE
222146421	PASSENGER SIDE FRONT BRAKE HOSE CHAFFED FROM RUBBING ON PASSENGER SIDE FRONT FENDER. CLEAN SPOT ON FENDER TO MATCH
222146424	CDL DOWNGRADED TO OTHER NOT VALID CDL
222146426	TIRE TREAD WORN SMOOTH IN 3/4 OF TREAD. PASS OUTSIDE DUAL ON TRUCK
222146427	BOTH BRAKE CHAMBER HOSES ARE CHAFFING ON EACH OTHER.  OUT OF ROUND.  FLAT SPOT.
222146455	Undeliverable address for USDOT number-1307
222146460	MS169.48, LIGHTS TO BE DISPLAYED FROM SUNSET TO SUN RISE - 1040
222146461	66MPH IN A 55MPH ZONE AT 842.1FT
222146467	LEFT LOW BEAM  1102
222146468	INTERSECTING CRACKS DRIVERS SIDE  1199
222146469	64/55  LAZER 470.9  STOPPED BY SP585...1004
222146470	LEFT REGISTRATION BOOK AT BORDER
222146471	LEFT REGISTRATION BOOK AT BORDER
222146473	OVER SINGLE AXEL WEIGHT ON AXEL #2 BY 2120 LBS 10% WINTER WEIGHT INEFECT SO OVER BY 120 LBS // 1331
222146475	WINDOW TINT AT 40% ON DRIVER AND PASSENGER SIDE WINDOW // 1110
222146477	FAIL TO DISPLAYE DOT NUMBER AND NAME ON PREVIOUSE INSPECTION ON 12-03-2018 // 1304
222146482	no tl brakes when brake controller applied    1101
222146485	MS169.824, OVER TANDEM WEIGHT BY 2330# (550# FOR AN APU) - 1331
222146490	MS169.824, OVER TANDEM WEIGHT BY 3060# - 1331
222146491	MS169.824, OVER TANEDM WEIGHT BY 1000# - 1331
222146493	Driving beyond 14 hour duty period on 01/01/2019
222146496	Driving beyond 11 hour driving limit in a 14 hour period on 12/28/2018
222146501	Driving beyond 14 hour duty period on 01/04/2019
222146506	AUTO ADJUSTER NOT WORKING PROPERLY ON AXEL #5 RIGHT SIDE  // 1101
222146508	DRIVER HAS NO MED CARD AT TIME F INSPECTION // 1308
222146510	TRUCK REGISTERED FOR 26000 LBS AND WAS WEIGHING 30460 LBS OVER REGISTERED WEIGHT BY 4460 LBS // 1401
222146512	REAR TOP CENTER ID LIGHT NOT WORKING // 1102
222146515	ABS LIGHT STAYS ON ALL THE TIME DURING INSPECTION // DRIVER STATED TO ME IT JUST STARTED DOING THAT TODAY // 1101
222146516	PARKING BRAKE NOT WORKING WHEN TESTED // 1101
222146518	parking brake not working at time of inspection // 1101
222146519	load secuerment on vehicle being towed only has it in tire pockets and not chained or straped as requiered // 1113
222146525	1374
222146526	1342
222146527	DISPLAYS NOV 2017
222146528	LEFT AXLE 2 OUT OF ADJUSTMENT -1101
222146530	WASHER FLUID NOT WORKING - EMPTY - 1199
222146532	REAR ID LIGHTS - LEFT AND CENTER NOT WORKING - 1102
222146534	missing    1379
222146536	EXPIRED DEC 2018 - HAS NOT BOUGHT THEM YET
222146539	RUNNING LIGHTS INOPERATIVE    1102
222146540	BRAKE CONTROLER IN OPERABLE - 1101
222146541	LEFT SIDE REAR TURN SIGNAL/HAZARD/STOP LAMP INOP - 1102
222146542	AIR LEAKING FROM THE RELAY VALVE AT THE LEFT REAR OF THE CAB, LEAKING DURING BRAKE APPLICATIONS - 1101
222146544	169.824, OVER TANDEM WEIGHT BY 5020# - 1331
222146546	1309
222146547	MS169.824, OVER TANDEM WEIGHT BY 1520# - 1331
222146548	169.824 OVER TANDEM WEIGHT BY 1040 LBS (TRAILER)  1331
222146549	NO BLANK LOG PAGES  1309
222146571	1103
222146580	INTERSTATE MOVE OVER 150 MILES FROM FARM SO NEEDS INSPECTION ON TRAILER
222146582	LEFT OF 3 REAR CENTER ID LIGHTS
222146584	GAS CAN IN SIDE COMPARTMENT NOT SECURED FROM MOVEMENT
222146585	169.824 OVER TANEM WEIGHT BY 1380 LBS (TRAILER)  1331
222146591	EXP LAST INSP 12-01-17  1381
222146593	INOP WHEN GLADHANDS REMOVED   1101
222146594	LEFT INOP  1102
222146596	NO US IN FRONT OF DOT NUMBER ON BOTH SIDES OF TRUCK AS REQUIERED // 1307
222146597	FIRE EXTINGUISHER NOT SECUERED AS REQUIERED // 1310
222146601	1405
222146602	1103
222146603	1342  DISPLAY EXPIRED MN ANNUAL INSPECTION DECAL (EXP NOV 18)
222146605	1342  EXPIRED ON TRAILER
222146606	1406  EXPIRED PROOF IN CAB
222146608	SHOWS ON MEDICAL CARD THAT HE IS REQUIRED TO HAVE CORRECTIVE LENSES AND DOES NOT
222146610	NO MN ANNUAL INSPECTION
222146612	#3 AXLE LEFT OUTSIDE DUAL    1104
222146614	"US DOT" NOT LEGIBLE ON DRIVERS SIDE  1307
222146616	BOTH SIDE INOP  1102
222146634	1342  EXPIRED ANNUALS ON TRACTOR/TRAILER.
222146637	DRIVER USING AN AOBRD, COMPANY CREATED IN MAY/2018  1309
222146639	False Log on 01/03/2019, USING PERSONAL CONVEYANCE TO CONCEAL H.O.S. (SEE NOTES)  1375
222146641	AXLE 4 LEFT INSIDE TIRE (DRIVER OBSERVED)  1104
222146646	Expired cab card in possession. Driver only had the one that expired on 10/31/2018. Driver had carrier send when he went to the truck to look for it.  1405
222146647	Carrier hasnt paid 2019 UCR fee.  1303
222146662	LEFT FRONT MARKER LIGHT INOP (DRIVER OBSERVED)  1102
222146664	ABS LIGHT NOT PROPERLY CYCLING  1101
222146666	CLEARANCE LIGHTS RIGHT AND LEFT 1102
222146667	KINKED AND NO SPRING PROTECTION 1101
222146668	1102
222146681	NO MEDICAL CARD   1308
222146690	HAZARD LIGHTS ARE NOT FLASHING TOGETHER (NOT FLASHING SIMUTANIOUSLY)  1102
222146691	PROTECTION MISSING ON EMERGENCY GLAD HAND (PHOTO TAKEN)  1199
222146693	1004
222146695	CAB CARD IN THE TRUCK VIN NUMBER DOES NOT MATCH THE VIN NUMBER ON THE TRUCK.  1405
222146701	DRIVER USING KEEPTRUCKING APP ON CELLPHONE NOT IN COMPLIANCE WITH 395.22  1309
222146706	MS 169.824.1(A)  OVER LEGAL TANDEM AXLE WEIGHT BY 1,380 LBS ON DRIVE TANDEM (2-3)  1331
222146709	MS 169.824.1(A)  OVER LEGAL TANDEM AXLE WEIGHT BY 980 LBS ON TRAILER TANDEM (4-5)  1331
222146711	Plate flipped over and not visible (see photo)
222146716	TRANSPORTING BATTERIES NOT ACCORDING TO BATTERY EXEMPTION.  173.159(E).  1360
222146735	License plate light  1102
222146744	1103
222146746	1115
222146747	MS 169.824.2(1)  OVER LEGAL GROSS WEIGHT BY 1,740 LBS  1328
222146750	DRIVER USING PAPERLOGS (previously warned and placed oos by Missouri State Highway Patrol 08/20/2018)  1309
222146751	Driving beyond 14 hour duty period on 01/03/2019  2 HRS IN VIOLATION - ALL DRIVING FROM 2200 TILL MIDNIGHT  1378
222146752	Driving beyond 8 hour limit since end of the last off duty period on 01/03/2019  6 HRS IN VIOLATION - ALL DRIVING FROM 1800 TILL MIDNIGHT  1348
222146754	12/30/18:  Violation(s) of 395.8(f)(6), 395.8(f)(7), 395.8(f)(9), 395.8(h)(5) - 1309
222146755	01/01/2019:  Violation(s) of 395.8(f)(6), 395.8(f)(7), 395.8(f)(9), 395.8(h)(5) - 1309
222146763	12/28/18 through 01/01/19:  Driver failed to total hours - 1309
222146765	Not using as an AOBRD or ELD (see copies) - 1309
222146767	- 1309
222146771	Intrastate commerce 221.031.9a  1303
222146774	1379
222146775	1310
222146779	Inop when tested  1101
222146781	Damaged links due to being twisted  1199
222146786	1103
222146793	SWITCH CABLE BROKEN/NOT HOOKED UP 1101
222146799	MIP # 1951837  EXPIRED 31 AUG 2018   1371
222146800	LICENSE PLATE LAMP INOPERATIVE   1102
222146801	TRIP EXCEEDS THE 30 MILE RECIPROCITY BOUNDARY FOR IRP (33K GVWR) CMV NEEDS APPORTIONED REGISTRATION   1403
222146802	FAIL TO ENTER THE SAGINAW WEIGH STATION AS SIGNS DIRECT (SP357 TO RECOVER)
222146807	1330
222146812	rear and sides at rear of trialer red reflectors required 1102
222146813	DECEMBER 2017 DECAL DISPLAYED
222146816	1331 OVER TANDEM AXLE WEIGHT ON TRAILER BY 3,460 LBS
222146817	1405 NO CAB CARD INFO. FOR TRAILER - AT THE TIME OF THE INSPECTION
222146825	front plate getting faded and hard to read needs to be replaced
222146826	no rear visiblity while hauling hay 11 feet wide   1199
222146839	ABS LIGHT STAYS ON DASH  1101
222146840	Driving beyond 8 hour limit since end of the last off duty period on 01/02/2019  01/02/19 VIOLATION 1600-1730  1349
222146841	NO MEDICAL CARD  1308
222146842	HAZARD LIGHTS INOP  1102
222146845	NO FIRE EXT  1310
222146846	NO TRIANGLES  1379
222146849	1840# OVER 80000# GROSS WEIGHT...1328
222146853	1403 DISPLAY EXP REG
222146858	Expired 7/01/2018
222146859	Cab ID light, right rear clearance, and right rear side marker lights inoperable-1102
222146865	64/55 lazer  1897'  stopped by SP585   1004
222146866	67/55  LAZER 1559'  STOPPED BY SP585   1004
222146867	63/55  LAZER 879.4'  STOPPED BY SP585  1004
222146868	64/55 LAZER 1541'  STOPPED BY SP585   1004
222146870	Driving beyond 14 hour duty period on 01/03/2019  ONLY 9HR 29 MIN..SLEEPER BERTH NIGHT BEFORE....1378
222146872	OVER LEGAL TANDEM AXLE WEIGHT AXLES 2-3 AFTER APU BY 1090LBS  1331
222146875	OVER LEGAL SINGLE AXLE WEIGHT AXLE 5 BY 1080LBS   1330
222146878	Violation(s) of 395.8(f)(9), 395.8(h)(5) 01/07 LOCATIONS NOT MARKED ON HOS LOGS/ NO ADDRESS  1309
222146880	TT ANNUAL INSP EXPIRED 12/31/2018// NO NEW INSP CONDUCTED  1381
222146884	UNCOVERED BATTERIES ON L SIDE TT   1199
222146889	SHIPPING PAPERS KEPT IN BLUE FOLDER AND HAZMAT NOT MARKED/TABBED    1350
222146897	CRASHED           1009
222146899	4950 POUNDS OVER 2-3 AXLES             1331
222146904	LOOSE CONNECTION               1199
222146905	BROKEN, DISSCONNECTED UNDER CAB         1199
222146908	ALL FRONT ID LIGHTS INOPERABLE           1102
222146915	rear right mud flap missing - 1199
222146934	Failed to inspect emergency equipment. 1199
222146935	No fire extinguisher. 1310
222146940	1004 CLOCKED AT 75 MPH IN POSTED 70 MPH ZONE IN THE LEFT LANE PASSING OTHER TRAFFIC. ADMITTED TO 72 MPH. KNOWS IT'S A 70 MPH ZONE.
222146941	1405 EXPIRED CAB CARD IN POSSESSION
222146950	1101 5 AXLES DOWN AT TIME OF STOP WITH 3 OUT OF 10 BRAKES DEFECTIVE
222146952	1115 DRIVER WAS INATTENTIVE WHILE LOOKING DOWN AT PHONE AND DRIVING. DRIVER DID NOT SEE SQUAD IN THE MEDIAN. ADMITTED TO PLAYING YOUTUBE ON CELL PHONE
222146954	1350 SHIPPING PAPERS WERE WITHIN REACH, BUT NOT READILY VISIBLE AS HAZMAT SHIPPING PAPERS. PAPERS WERE FOLDED OVER WITH A RUBBER BAND ON TOP OF DASHBOARD.
222146956	1103
222146968	1103 - NO SEATBELT USE
222146974	Over weight on axles 2-3 by 2960lbs. 1331
222147013	TR SPARE TIRE SECURED WITH NON WLL BUNGEES.    1113
222147014	TR WAS DISPLAYING TWO DOT #S.     1307
222147015	TR NO LEASE AGREEMENT IN POSSESSION.    1305
222147018	1448 - NO PUBLIC VIN PLATE
222147025	Operating a CMV with headphones covering both ears. 1112
222147026	Failing to inspect emergency equipment. 1199
222147055	DRIVER NOT WEARING SEATBELT WHILE OPERATING
222147056	False Log on 01/01/2019 1045 AM ON DUTY NOT DRIVING IN NASHVILLE TN, THEN OFF DUTY AT 1400 IN LOUISVILLE KY. NO DRIVING LISTED (173.8 MILES AWAY) 1375
222147060	BRAKE HOSE AT REAR OF CAB (GLAD HAND HOSE) ON RIGHT CHAFING THROUGH TO REINFORCEMENT PLY ON METAL (SEE PHOTO, DRIVER OBSERVED) 1101
222147061	AUDIBLE AIR LEAK/S RIGHT SIDE BETWEEN AXLE 4 AND 5, BELIEVE ONE IS COME FROM OR NEAR AXLE 4 RIGHT BRAKE CHAMBER, UNABLE TO PIN POINT(SEE VIDEO, SHOWED DRIVER)1101
222147063	NO INSTRUCTION SHEET (1309)
222147066	annual inspection on truck was issued dec 2017, on trailer nov 2017   1342
222147067	fire ext in the red on the guage    1310
222147068	left front turn signal on truck inop   1102
222147072	auger bits came lose and was falling off trailer   1199
222147073	stop lamp not working right rear on trailer   1102
222147086	BYPASS OPEN SCALE/ STOPPED BY SP 73/ DRIVER HAD ABILITY TO GET INTO SCALE NO TRAFFIC  1005
222147087	False Log on 12/28/2018 DRIVER GOES FROM LOUISVILE KY TO JERRERSONTOWN KY 114 MILES APART NO DRIVE TIME  1375
222147088	Violation(s) of 395.8(f)(7) 12/29, 12/30, 12/31  LOGS NOT SIGNED   1309
222147092	NO CURRENT CAB CARD IN POSSESSION/ CAB CARD EXPIRED 06/30/2018     1405
222147094	NEW MN RESIDENT OBTAIN MN DL W/IN 60 DAYS//171.02.1//1214
222147097	1115
222147098	1308
222147101	NO WARNING DEVICES//1379
222147102	NO DOT NUMBER OR NAME//1307
222147108	INTERSECTING CRACKS CENTER OF WINDSHIELD.  1018
222147111	AUDIBLE AIR LEAK WHEN BREAKS RELEASED AT EMERGENCY GLAD HAND (SEE VIDEO, DRIVER OBSERVED) 1101
222147112	OVER TANDEM AXLE WEIGHT ON AXLES 2-3 BY 1420 LBS (NO APU) (1331)
222147113	ABS LAMP INOP (1101)
222147117	TRUCK REGISTERED FOR 80000 LBS, TRUCK CAME INTO SCALE AT 84900 LBS, OVER REGISTERED BY 4900 LBS (1401)
222147122	1101  Parking brake inoperable when vehicle is in drive.
222147124	OVER GROSS WEIGHT/ PERMIT JUST EXPIRED  1331
222147125	1303
222147127	LEFT TAILLIGHT INOP  1102
222147131	LEFT REAR TURNSIGNAL INOP  1102
222147132	RIGHT BRAKE LIGHT INOP   1102
222147133	TR OVER WEIGHT ON AXLE 2 BY 3520 LBS - 10% FOR WINTER LOAD INCREASE = 1520 LBS.    1330
222147134	DRIVER CDL NOT IN POSSESSION.    1204
222147141	OVER LEGAL TANDEM AXLE WEIGHT AXLES 2-3 BY 1520LBS, NO APU  1331
222147143	ACTIVE OIL LEAK IN ENGINE AREA/ DRIPPING ONTO GROUND  1199
222147148	1005
222147149	had to use phone to translate//1304
222147150	1005
222147152	1115 DRIVER OBSERVED USING HAND-HELD PHONE. ADMITTED TO TAKING A CALL.
222147153	BRAKE LAMPS INOP.  1101
222147168	AUDIBLE/VISIBLE (BUBBLES) COMING FROM PROPER CONNECTION IN FRONT OF KINGPIN.  SIDE CONNECTION ON DRIVERS SIDE - 1101
222147182	Unsecured
222147200	axle 3 right outside tire flat
222147211	Inoperative
222147280	#5 AXLE RIGHT SIDE SUSPENSION CONNECTING ROD LOOSE, CAN BE MOVED BY HAND.
222147282	CHAIN LAYING ON THE DECK AT THE BACK OF THE TRAILER
222147289	Pass side low beam
222147290	Supply glad hand
222147325	Inoperative left rear turn signal on truck.
222147327	Unable to maintain air pressure in the primary reservoir (air leaking from under left side of cab).
222147328	Inoperative left rear turn signal on trailer.
222147329	Registration expired 12/31/2018.
222147332	COMPANY FAILED TO DISPLAY CORRECT NAME AND USDOT NUMBER ON LHS/RHS OF TRACTOR. DISPLAYED 3130306 , CORRECT USDOT NUMBER 2287162.
222147338	Service side glad hand hose not connected to trailer
222147345	ALL FOUR TRAILER BRAKES INOPERABLE.
222147351	SERVICE LINE AT CHAMBER 4 LHS ACTIVLY CHAFING AGAINST AXLE HOUSING.
222147383	OW 2510 LBS ON TRAILER TANDEM. ST-10960 DR-27060 TL-37060 GW-75080, ALLOWED 550 LBS FOR APU.
222147386	NO ELD AS REQUIRED, DEVICE WAS IN ELECTRONIC LOGBOOK MODE
222147390	BOTH MUDFLAPS MISSING
222147392	#5 AXLE RIGHT INNER TIRE FLAT 42/110PSI
222147398	Right side cracked and splitting.
222147423	NO ANUAL INSPECTION REPORT
222147425	RIGHT REAR MUD FLAP MISSING
222147445	2016 Inspection date
222147448	AXLE #1 RIGHT SIDE FRICTION SURFACE OF BRAKE DRUM AND BRAKE FRICTION MATERIAL ARE CONTAMINATED BY OIL OR GREASE.
222147449	AXLE #1 RIGHT SIDE BRAKE CHAMBER HAS AN AUDIBLE AIR LEAK FROM RUPTURED DIAPHRAGM WITH NO AIR PRESSURE LOSS WITH ENGINE AT IDLE AND BRAKES APPLIED.
222147454	Reverse Lamp
222147455	Title only. No registration
222147477	Driving beyond 8 hour limit since end of the last off duty period on 01/02/2019
222147478	Driving beyond 14 hour duty period on 01/03/2019
222147487	Axle #4 left no lubrication in the hub
222147488	Axle #4 right no lubrication in the hub
222147509	no valid IRP cab card registration produced
222147512	Driver logged off duty when asked to go retrive his log book
222147529	AXLE #5 RIGHT INSIDE TIRE WITH STEEL BELT MATERIAL EXPOSED EXCEEDING  2 SQUARE INCHES AT THE TIME OF INSPECTION
222147530	AXLE #5 RIGHT OUTSIDE TIRE WITH STEEL BELT EXPOSED EXCEEDING 2 SQUARE INCHES AT THE TIME OF INSPECTION
222147546	Axle #4 left
222147550	AXLE #4 RIGHT INSIDE TIRE WITH 75% OR MORE OF THE TREAD MISSING IN EXCESS OF 12 INCHES IN CIRCUMFERENCE AT THE TIME OF INSPECTION
222147616	Operating a CMV without a CDL on 01/04/2019; Driver has a Class E license when a Class B is required
222147631	2 OF 3 IDENTIFICATION LAMPS INOPERATIVE (UPPER MIDDLE REAR OF TRAILER)
222147673	DRIVER OPERATING IN VIOLATION OF RESTRICTIONS (INTRASTATE ONLY)
222147689	warning
222147691	Tandem axles 2-3 weighing 35400, 34000 is legal.
222147695	O/W on trailer tandem by 2220lbs
222147704	axle 4 passenger side flat
222147705	overweight capacity plates/ registered for 3 tons GCVW 11,900lbs  9,200lbs tt 2,700lbs tr
222147707	fail to carry current proof of insurance
222147711	no proof of annual
222147720	Truck registered for 84,000lbs weighing 88,000lbs.
222147721	Truck parking brake is inoperative.
222147725	axle 1 left side near relay valve
222147732	35800lbs on 34000lb drive tandem
222147733	no registration
222147736	36600lbs on 34000lb tandem
222147740	axle 1. left side. leak at connection to relay valve on fire wall
222147749	axle 1 right at brake chamber
222147750	axle 5 right
222147754	ro registration for trailer.
